,Sport,Discipline,Event
12404,Gymnastics,Artistic G.,team competition
12405,Gymnastics,Artistic G.,team competition
12406,Gymnastics,Artistic G.,team competition
12407,Gymnastics,Artistic G.,floor exercises
12408,Gymnastics,Artistic G.,vault
12409,Gymnastics,Artistic G.,horizontal bar
12410,Gymnastics,Artistic G.,horizontal bar
12411,Gymnastics,Artistic G.,floor exercises
12412,Gymnastics,Artistic G.,team competition
12413,Gymnastics,Artistic G.,balance beam
12414,Gymnastics,Artistic G.,team competition
12415,Gymnastics,Artistic G.,team competition
12416,Gymnastics,Artistic G.,team competition
12417,Gymnastics,Artistic G.,pommel horse
12418,Gymnastics,Artistic G.,balance beam
12419,Gymnastics,Artistic G.,vault
12420,Gymnastics,Artistic G.,pommel horse
12421,Gymnastics,Artistic G.,individual all-round
12422,Gymnastics,Artistic G.,team competition
12423,Gymnastics,Artistic G.,individual all-round
12424,Gymnastics,Artistic G.,vault
12425,Gymnastics,Artistic G.,team competition
12426,Gymnastics,Artistic G.,team competition
12427,Gymnastics,Artistic G.,team competition
12428,Gymnastics,Artistic G.,team competition
12429,Gymnastics,Artistic G.,individual all-round
12430,Gymnastics,Artistic G.,uneven bars
12431,Gymnastics,Artistic G.,team competition
12432,Gymnastics,Artistic G.,parallel bars
12433,Gymnastics,Artistic G.,uneven bars
12434,Gymnastics,Artistic G.,individual all-round
12435,Gymnastics,Artistic G.,team competition
12436,Gymnastics,Artistic G.,rings
12437,Gymnastics,Artistic G.,team competition
12438,Gymnastics,Artistic G.,vault
12439,Gymnastics,Artistic G.,team competition
12440,Gymnastics,Artistic G.,team competition
12441,Gymnastics,Artistic G.,balance beam
12442,Gymnastics,Artistic G.,uneven bars
12443,Gymnastics,Artistic G.,team competition
12444,Gymnastics,Artistic G.,floor exercises
12445,Gymnastics,Artistic G.,individual all-round
12446,Gymnastics,Artistic G.,team competition
12447,Gymnastics,Artistic G.,team competition
12448,Gymnastics,Artistic G.,floor exercises
12449,Gymnastics,Artistic G.,team competition
12450,Gymnastics,Artistic G.,horizontal bar
12451,Gymnastics,Artistic G.,individual all-round
12452,Gymnastics,Artistic G.,pommel horse
12453,Gymnastics,Artistic G.,team competition
12454,Gymnastics,Artistic G.,team competition
12455,Gymnastics,Artistic G.,team competition
12456,Gymnastics,Artistic G.,team competition
12457,Gymnastics,Artistic G.,team competition
12458,Gymnastics,Artistic G.,team competition
12459,Gymnastics,Artistic G.,team competition
12460,Gymnastics,Artistic G.,team competition
12461,Gymnastics,Artistic G.,parallel bars
12462,Gymnastics,Artistic G.,vault
12463,Gymnastics,Rhythmic G.,group competition
12464,Gymnastics,Rhythmic G.,group competition
12465,Gymnastics,Rhythmic G.,individual all-round
12466,Gymnastics,Rhythmic G.,group competition
12467,Gymnastics,Rhythmic G.,group competition
12468,Gymnastics,Rhythmic G.,group competition
12469,Gymnastics,Rhythmic G.,group competition
12470,Gymnastics,Rhythmic G.,group competition
12471,Gymnastics,Rhythmic G.,individual all-round
12472,Gymnastics,Rhythmic G.,group competition
12473,Gymnastics,Rhythmic G.,group competition
12474,Gymnastics,Rhythmic G.,group competition
12475,Gymnastics,Rhythmic G.,group competition
12476,Gymnastics,Rhythmic G.,group competition
12477,Gymnastics,Rhythmic G.,group competition
12478,Gymnastics,Rhythmic G.,group competition
12479,Gymnastics,Rhythmic G.,group competition
12480,Gymnastics,Rhythmic G.,individual all-round
12481,Gymnastics,Rhythmic G.,group competition
12482,Gymnastics,Rhythmic G.,group competition
12483,Gymnastics,Rhythmic G.,group competition
12484,Gymnastics,Trampoline,individual
12485,Gymnastics,Trampoline,individual
12486,Gymnastics,Trampoline,individual
12487,Gymnastics,Trampoline,individual
12488,Gymnastics,Trampoline,individual
12489,Gymnastics,Trampoline,individual
12490,Handball,Handball,handball
12491,Handball,Handball,handball
12492,Handball,Handball,handball
12493,Handball,Handball,handball
12494,Handball,Handball,handball
12495,Handball,Handball,handball
12496,Handball,Handball,handball
12497,Handball,Handball,handball
12498,Handball,Handball,handball
12499,Handball,Handball,handball
12500,Handball,Handball,handball
12501,Handball,Handball,handball
12502,Handball,Handball,handball
12503,Handball,Handball,handball
12504,Handball,Handball,handball
12505,Handball,Handball,handball
12506,Handball,Handball,handball
12507,Handball,Handball,handball
12508,Handball,Handball,handball
12509,Handball,Handball,handball
12510,Handball,Handball,handball
12511,Handball,Handball,handball
12512,Handball,Handball,handball
12513,Handball,Handball,handball
12514,Handball,Handball,handball
12515,Handball,Handball,handball
12516,Handball,Handball,handball
12517,Handball,Handball,handball
12518,Handball,Handball,handball
12519,Handball,Handball,handball
12520,Handball,Handball,handball
12521,Handball,Handball,handball
12522,Handball,Handball,handball
12523,Handball,Handball,handball
12524,Handball,Handball,handball
12525,Handball,Handball,handball
12526,Handball,Handball,handball
12527,Handball,Handball,handball
12528,Handball,Handball,handball
12529,Handball,Handball,handball
12530,Handball,Handball,handball
12531,Handball,Handball,handball
12532,Handball,Handball,handball
12533,Handball,Handball,handball
12534,Handball,Handball,handball
12535,Handball,Handball,handball
12536,Handball,Handball,handball
12537,Handball,Handball,handball
12538,Handball,Handball,handball
12539,Handball,Handball,handball
12540,Handball,Handball,handball
12541,Handball,Handball,handball
12542,Handball,Handball,handball
12543,Handball,Handball,handball
12544,Handball,Handball,handball
12545,Handball,Handball,handball
12546,Handball,Handball,handball
12547,Handball,Handball,handball
12548,Handball,Handball,handball
12549,Handball,Handball,handball
12550,Handball,Handball,handball
12551,Handball,Handball,handball
12552,Handball,Handball,handball
12553,Handball,Handball,handball
12554,Handball,Handball,handball
12555,Handball,Handball,handball
12556,Handball,Handball,handball
12557,Handball,Handball,handball
12558,Handball,Handball,handball
12559,Handball,Handball,handball
12560,Handball,Handball,handball
12561,Handball,Handball,handball
12562,Handball,Handball,handball
12563,Handball,Handball,handball
12564,Handball,Handball,handball
12565,Handball,Handball,handball
12566,Handball,Handball,handball
12567,Handball,Handball,handball
12568,Handball,Handball,handball
12569,Handball,Handball,handball
12570,Handball,Handball,handball
12571,Handball,Handball,handball
12572,Handball,Handball,handball
12573,Handball,Handball,handball
12574,Handball,Handball,handball
12575,Handball,Handball,handball
12576,Handball,Handball,handball
12577,Handball,Handball,handball
12578,Hockey,Hockey,hockey
12579,Hockey,Hockey,hockey
12580,Hockey,Hockey,hockey
12581,Hockey,Hockey,hockey
12582,Hockey,Hockey,hockey
12583,Hockey,Hockey,hockey
12584,Hockey,Hockey,hockey
12585,Hockey,Hockey,hockey
12586,Hockey,Hockey,hockey
12587,Hockey,Hockey,hockey
12588,Hockey,Hockey,hockey
12589,Hockey,Hockey,hockey
12590,Hockey,Hockey,hockey
12591,Hockey,Hockey,hockey
12592,Hockey,Hockey,hockey
12593,Hockey,Hockey,hockey
12594,Hockey,Hockey,hockey
12595,Hockey,Hockey,hockey
12596,Hockey,Hockey,hockey
12597,Hockey,Hockey,hockey
12598,Hockey,Hockey,hockey
12599,Hockey,Hockey,hockey
12600,Hockey,Hockey,hockey
12601,Hockey,Hockey,hockey
12602,Hockey,Hockey,hockey
12603,Hockey,Hockey,hockey
12604,Hockey,Hockey,hockey
12605,Hockey,Hockey,hockey
12606,Hockey,Hockey,hockey
12607,Hockey,Hockey,hockey
12608,Hockey,Hockey,hockey
12609,Hockey,Hockey,hockey
12610,Hockey,Hockey,hockey
12611,Hockey,Hockey,hockey
12612,Hockey,Hockey,hockey
12613,Hockey,Hockey,hockey
12614,Hockey,Hockey,hockey
12615,Hockey,Hockey,hockey
12616,Hockey,Hockey,hockey
12617,Hockey,Hockey,hockey
12618,Hockey,Hockey,hockey
12619,Hockey,Hockey,hockey
12620,Hockey,Hockey,hockey
12621,Hockey,Hockey,hockey
12622,Hockey,Hockey,hockey
12623,Hockey,Hockey,hockey
12624,Hockey,Hockey,hockey
12625,Hockey,Hockey,hockey
12626,Hockey,Hockey,hockey
12627,Hockey,Hockey,hockey
12628,Hockey,Hockey,hockey
12629,Hockey,Hockey,hockey
12630,Hockey,Hockey,hockey
12631,Hockey,Hockey,hockey
12632,Hockey,Hockey,hockey
12633,Hockey,Hockey,hockey
12634,Hockey,Hockey,hockey
12635,Hockey,Hockey,hockey
12636,Hockey,Hockey,hockey
12637,Hockey,Hockey,hockey
12638,Hockey,Hockey,hockey
12639,Hockey,Hockey,hockey
12640,Hockey,Hockey,hockey
12641,Hockey,Hockey,hockey
12642,Hockey,Hockey,hockey
12643,Hockey,Hockey,hockey
12644,Hockey,Hockey,hockey
12645,Hockey,Hockey,hockey
12646,Hockey,Hockey,hockey
12647,Hockey,Hockey,hockey
12648,Hockey,Hockey,hockey
12649,Hockey,Hockey,hockey
12650,Hockey,Hockey,hockey
12651,Hockey,Hockey,hockey
12652,Hockey,Hockey,hockey
12653,Hockey,Hockey,hockey
12654,Hockey,Hockey,hockey
12655,Hockey,Hockey,hockey
12656,Hockey,Hockey,hockey
12657,Hockey,Hockey,hockey
12658,Hockey,Hockey,hockey
12659,Hockey,Hockey,hockey
12660,Hockey,Hockey,hockey
12661,Hockey,Hockey,hockey
12662,Hockey,Hockey,hockey
12663,Hockey,Hockey,hockey
12664,Hockey,Hockey,hockey
12665,Hockey,Hockey,hockey
12666,Hockey,Hockey,hockey
12667,Hockey,Hockey,hockey
12668,Hockey,Hockey,hockey
12669,Hockey,Hockey,hockey
12670,Hockey,Hockey,hockey
12671,Hockey,Hockey,hockey
12672,Hockey,Hockey,hockey
12673,Judo,Judo,57 - 63kg (half-middleweight)
12674,Judo,Judo,63 - 70kg (middleweight)
12675,Judo,Judo,70 - 78kg (half-heavyweight)
12676,Judo,Judo,+ 78kg (heavyweight)
12677,Judo,Judo,66 - 73kg (lightweight)
12678,Judo,Judo,60 - 66kg (half-lightweight)
12679,Judo,Judo,73 - 81kg (half-middleweight)
12680,Judo,Judo,63 - 70kg (middleweight)
12681,Judo,Judo,+ 100kg (heavyweight)
12682,Judo,Judo,48 - 52kg (half-lightweight)
12683,Judo,Judo,- 48 kg
12684,Judo,Judo,- 48 kg
12685,Judo,Judo,70 - 78kg (half-heavyweight)
12686,Judo,Judo,57 - 63kg (half-middleweight)
12687,Judo,Judo,81 - 90kg (middleweight)
12688,Judo,Judo,81 - 90kg (middleweight)
12689,Judo,Judo,- 48 kg
12690,Judo,Judo,+ 78kg (heavyweight)
12691,Judo,Judo,90 - 100kg (half-heavyweight)
12692,Judo,Judo,73 - 81kg (half-middleweight)
12693,Judo,Judo,60 - 66kg (half-lightweight)
12694,Judo,Judo,60 - 66kg (half-lightweight)
12695,Judo,Judo,70 - 78kg (half-heavyweight)
12696,Judo,Judo,73 - 81kg (half-middleweight)
12697,Judo,Judo,66 - 73kg (lightweight)
12698,Judo,Judo,66 - 73kg (lightweight)
12699,Judo,Judo,52 - 57kg (lightweight)
12700,Judo,Judo,60 - 66kg (half-lightweight)
12701,Judo,Judo,48 - 52kg (half-lightweight)
12702,Judo,Judo,+ 100kg (heavyweight)
12703,Judo,Judo,81 - 90kg (middleweight)
12704,Judo,Judo,- 60 kg
12705,Judo,Judo,48 - 52kg (half-lightweight)
12706,Judo,Judo,+ 100kg (heavyweight)
12707,Judo,Judo,90 - 100kg (half-heavyweight)
12708,Judo,Judo,63 - 70kg (middleweight)
12709,Judo,Judo,52 - 57kg (lightweight)
12710,Judo,Judo,+ 100kg (heavyweight)
12711,Judo,Judo,+ 78kg (heavyweight)
12712,Judo,Judo,- 60 kg
12713,Judo,Judo,63 - 70kg (middleweight)
12714,Judo,Judo,66 - 73kg (lightweight)
12715,Judo,Judo,73 - 81kg (half-middleweight)
12716,Judo,Judo,90 - 100kg (half-heavyweight)
12717,Judo,Judo,57 - 63kg (half-middleweight)
12718,Judo,Judo,48 - 52kg (half-lightweight)
12719,Judo,Judo,+ 78kg (heavyweight)
12720,Judo,Judo,52 - 57kg (lightweight)
12721,Judo,Judo,57 - 63kg (half-middleweight)
12722,Judo,Judo,52 - 57kg (lightweight)
12723,Judo,Judo,- 48 kg
12724,Judo,Judo,- 60 kg
12725,Judo,Judo,90 - 100kg (half-heavyweight)
12726,Judo,Judo,- 60 kg
12727,Judo,Judo,70 - 78kg (half-heavyweight)
12728,Judo,Judo,81 - 90kg (middleweight)
12729,Modern Pentathlon,Modern Pentath.,Individual competition
12730,Modern Pentathlon,Modern Pentath.,Individual competition
12731,Modern Pentathlon,Modern Pentath.,Individual competition
12732,Modern Pentathlon,Modern Pentath.,Individual competition
12733,Modern Pentathlon,Modern Pentath.,Individual competition
12734,Modern Pentathlon,Modern Pentath.,Individual competition
12735,Rowing,Rowing,eight with coxswain (8+)
12736,Rowing,Rowing,eight with coxswain (8+)
12737,Rowing,Rowing,quadruple sculls without coxswain (4x)
12738,Rowing,Rowing,eight with coxswain (8+)
12739,Rowing,Rowing,four without coxswain (4-)
12740,Rowing,Rowing,quadruple sculls without coxswain (4x)
12741,Rowing,Rowing,eight with coxswain (8+)
12742,Rowing,Rowing,eight with coxswain (8+)
12743,Rowing,Rowing,lightweight double sculls (2x)
12744,Rowing,Rowing,eight with coxswain (8+)
12745,Rowing,Rowing,four without coxswain (4-)
12746,Rowing,Rowing,eight with coxswain (8+)
12747,Rowing,Rowing,double sculls (2x)
12748,Rowing,Rowing,lightweight double sculls (2x)
12749,Rowing,Rowing,double sculls (2x)
12750,Rowing,Rowing,lightweight double sculls (2x)
12751,Rowing,Rowing,eight with coxswain (8+)
12752,Rowing,Rowing,eight with coxswain (8+)
12753,Rowing,Rowing,pair without coxswain (2-)
12754,Rowing,Rowing,eight with coxswain (8+)
12755,Rowing,Rowing,eight with coxswain (8+)
12756,Rowing,Rowing,double sculls (2x)
12757,Rowing,Rowing,eight with coxswain (8+)
12758,Rowing,Rowing,pair without coxswain (2-)
12759,Rowing,Rowing,lightweight coxless four (4-)
12760,Rowing,Rowing,eight with coxswain (8+)
12761,Rowing,Rowing,single sculls (1x)
12762,Rowing,Rowing,coxless pair (2-)
12763,Rowing,Rowing,lightweight coxless four (4-)
12764,Rowing,Rowing,single sculls (1x)
12765,Rowing,Rowing,four without coxswain (4-)
12766,Rowing,Rowing,double sculls (2x)
12767,Rowing,Rowing,lightweight double sculls (2x)
12768,Rowing,Rowing,lightweight coxless four (4-)
12769,Rowing,Rowing,quadruple sculls without coxswain (4x)
12770,Rowing,Rowing,double sculls (2x)
12771,Rowing,Rowing,coxless pair (2-)
12772,Rowing,Rowing,quadruple sculls without coxswain (4x)
12773,Rowing,Rowing,eight with coxswain (8+)
12774,Rowing,Rowing,quadruple sculls without coxswain (4x)
12775,Rowing,Rowing,lightweight coxless four (4-)
12776,Rowing,Rowing,coxless pair (2-)
12777,Rowing,Rowing,eight with coxswain (8+)
12778,Rowing,Rowing,lightweight coxless four (4-)
12779,Rowing,Rowing,eight with coxswain (8+)
12780,Rowing,Rowing,eight with coxswain (8+)
12781,Rowing,Rowing,lightweight double sculls (2x)
12782,Rowing,Rowing,quadruple sculls without coxswain (4x)
12783,Rowing,Rowing,quadruple sculls without coxswain (4x)
12784,Rowing,Rowing,eight with coxswain (8+)
12785,Rowing,Rowing,lightweight double sculls (2x)
12786,Rowing,Rowing,eight with coxswain (8+)
12787,Rowing,Rowing,lightweight double sculls (2x)
12788,Rowing,Rowing,quadruple sculls without coxswain (4x)
12789,Rowing,Rowing,quadruple sculls without coxswain (4x)
12790,Rowing,Rowing,quadruple sculls without coxswain (4x)
12791,Rowing,Rowing,eight with coxswain (8+)
12792,Rowing,Rowing,eight with coxswain (8+)
12793,Rowing,Rowing,quadruple sculls without coxswain (4x)
12794,Rowing,Rowing,double sculls (2x)
12795,Rowing,Rowing,four without coxswain (4-)
12796,Rowing,Rowing,eight with coxswain (8+)
12797,Rowing,Rowing,pair without coxswain (2-)
12798,Rowing,Rowing,quadruple sculls without coxswain (4x)
12799,Rowing,Rowing,eight with coxswain (8+)
12800,Rowing,Rowing,lightweight double sculls (2x)
12801,Rowing,Rowing,eight with coxswain (8+)
12802,Rowing,Rowing,four without coxswain (4-)
12803,Rowing,Rowing,eight with coxswain (8+)
12804,Rowing,Rowing,eight with coxswain (8+)
12805,Rowing,Rowing,four without coxswain (4-)
12806,Rowing,Rowing,eight with coxswain (8+)
12807,Rowing,Rowing,quadruple sculls without coxswain (4x)
12808,Rowing,Rowing,eight with coxswain (8+)
12809,Rowing,Rowing,pair without coxswain (2-)
12810,Rowing,Rowing,quadruple sculls without coxswain (4x)
12811,Rowing,Rowing,eight with coxswain (8+)
12812,Rowing,Rowing,lightweight coxless four (4-)
12813,Rowing,Rowing,quadruple sculls without coxswain (4x)
12814,Rowing,Rowing,quadruple sculls without coxswain (4x)
12815,Rowing,Rowing,pair without coxswain (2-)
12816,Rowing,Rowing,quadruple sculls without coxswain (4x)
12817,Rowing,Rowing,four without coxswain (4-)
12818,Rowing,Rowing,double sculls (2x)
12819,Rowing,Rowing,eight with coxswain (8+)
12820,Rowing,Rowing,double sculls (2x)
12821,Rowing,Rowing,quadruple sculls without coxswain (4x)
12822,Rowing,Rowing,coxless pair (2-)
12823,Rowing,Rowing,eight with coxswain (8+)
12824,Rowing,Rowing,double sculls (2x)
12825,Rowing,Rowing,eight with coxswain (8+)
12826,Rowing,Rowing,single sculls (1x)
12827,Rowing,Rowing,lightweight double sculls (2x)
12828,Rowing,Rowing,eight with coxswain (8+)
12829,Rowing,Rowing,lightweight double sculls (2x)
12830,Rowing,Rowing,eight with coxswain (8+)
12831,Rowing,Rowing,coxless pair (2-)
12832,Rowing,Rowing,eight with coxswain (8+)
12833,Rowing,Rowing,eight with coxswain (8+)
12834,Rowing,Rowing,lightweight coxless four (4-)
12835,Rowing,Rowing,eight with coxswain (8+)
12836,Rowing,Rowing,eight with coxswain (8+)
12837,Rowing,Rowing,eight with coxswain (8+)
12838,Rowing,Rowing,quadruple sculls without coxswain (4x)
12839,Rowing,Rowing,eight with coxswain (8+)
12840,Rowing,Rowing,quadruple sculls without coxswain (4x)
12841,Rowing,Rowing,double sculls (2x)
12842,Rowing,Rowing,lightweight coxless four (4-)
12843,Rowing,Rowing,eight with coxswain (8+)
12844,Rowing,Rowing,eight with coxswain (8+)
12845,Rowing,Rowing,eight with coxswain (8+)
12846,Rowing,Rowing,pair without coxswain (2-)
12847,Rowing,Rowing,lightweight double sculls (2x)
12848,Rowing,Rowing,eight with coxswain (8+)
12849,Rowing,Rowing,quadruple sculls without coxswain (4x)
12850,Rowing,Rowing,eight with coxswain (8+)
12851,Rowing,Rowing,eight with coxswain (8+)
